year	month	day	Time	Pcpn	Sol	TAir	RHum	Wind
2011	1	4	500	0	0	-3.5083	88.3	3.81
2011	1	4	600	0	0	-4.1367	89.108	4.62
2011	1	4	700	0	0	-4.5267	89.172	4.54
2011	1	4	800	0	15.73	-4.385	86.58	5.88
2011	1	4	900	0	145.41	-3.8833	81.202	7.02
2011	1	4	1000	0	299.41	-3.72	73.84	8.36
2011	1	4	1100	0	418.01	-3.765	71.025	8.56
2011	1	4	1200	0	480.1	-3.4817	68.993	8.22
2011	1	4	1300	0	480.27	-3.0817	66.458	8.35
2011	1	4	1400	0	418.21	-2.5917	63.628	8.55
2011	1	4	1500	0	299.42	-2.3833	63.248	8.32
2011	1	4	1600	0	147.37	-2.7017	64.605	7.64
2011	1	4	1700	0	16.94	-3.25	67.852	5.64
2011	1	4	1800	0	0	-4.175	74.252	4.06
2011	1	4	1900	0	0	-4.97	77.29	3.4
2011	1	4	2000	0	0	-5.3133	78.183	2.98
2011	1	4	2100	0	0	-6.4033	81.578	1.8
2011	1	4	2200	0	0	-7.05	86.102	0.74
2011	1	4	2300	0	0	-6.8817	84.963	0.85
2011	1	4	2400	0	0	-7.1683	85.967	0.52
2011	1	5	100	0	0	-8.1517	90.313	1.28
2011	1	5	200	0	0	-8.4133	91.733	2.18
2011	1	5	300	0	0	-8.1183	89.992	0.97
2011	1	5	400	0	0	-8.3383	90.44	1.2
2011	1	5	500	0	0	-8.1383	90.878	1.9
2011	1	5	600	0	0	-7.5083	90.973	2.37
2011	1	5	700	0	0	-7.3717	90.162	3.07
2011	1	5	800	0	10.62	-7.4917	89.97	3.55
2011	1	5	900	0	117.22	-6.44	87.598	4.5
2011	1	5	1000	0	150.54	-4.8517	82.07	5.21
2011	1	5	1100	0	393.66	-2.8617	75.615	5.51
2011	1	5	1200	0	414.76	-1.3717	71.847	5.88
2011	1	5	1300	0	459.73	-0.33	67.502	5.97
2011	1	5	1400	0	359.45	0.75	62.442	5.56
2011	1	5	1500	0	185.92	1.1183	62.002	5.61
2011	1	5	1600	0	62.24	0.8983	68.23	5.45
2011	1	5	1700	0	10.11	0.3667	74.867	5.49
2011	1	5	1800	0	0	-0.1117	79.482	5.2
2011	1	5	1900	0	0	-0.4783	83.827	4.97
2011	1	5	2000	0	0	-0.3917	83.545	3.89
2011	1	5	2100	0	0	-0.1983	79.887	3.84
2011	1	5	2200	0	0	-0.215	80.25	4.84
2011	1	5	2300	0	0	-0.4167	80.422	4.72
2011	1	5	2400	0	0	-0.575	83.248	4.22
2011	1	6	100	0	0	-0.5383	84.068	3.65
2011	1	6	200	0	0	-0.5567	85.137	2.9
2011	1	6	300	0	0	-0.345	82.928	3.5
2011	1	6	400	0	0	-1.0533	85.135	3.56
2011	1	6	500	0	0	-2.1567	88.542	3.5
2011	1	6	600	0	0	-1.2033	87.778	4.15
2011	1	6	700	0	0	-0.8433	85.063	5.15
2011	1	6	800	0	0	-1.1167	83.375	5.76
2011	1	6	900	0.127	24.1	-1.7117	88.153	6.8
2011	1	6	1000	0.127	35.11	-2.7733	90.868	7.33
2011	1	6	1100	0.127	118.51	-2.9183	81.337	9.6
2011	1	6	1200	0.127	112.13	-3.2667	77.423	10.33
2011	1	6	1300	0	130.16	-2.8617	76.517	8.89
2011	1	6	1400	0	253.21	-2.025	69.465	9.12
2011	1	6	1500	0	206.53	-1.2967	63.46	8.79
2011	1	6	1600	0	71.81	-1.4717	62.737	8.18
2011	1	6	1700	0	6.68	-1.935	66.705	6.62
2011	1	6	1800	0	0	-2.7267	72.018	4.67
2011	1	6	1900	0	0	-3.8783	78.34	4.58
2011	1	6	2000	0	0	-4.05	79.3	6.08
2011	1	6	2100	0	0	-4.2683	78.517	5.55
2011	1	6	2200	0	0	-4.615	80.218	4.68
2011	1	6	2300	0	0	-4.8083	82.513	4.13
2011	1	6	2400	0	0	-4.5617	80.867	4.94
2011	1	7	100	0	0	-4.445	79.712	4.84
2011	1	7	200	0	0	-4.56	79.927	3.68
2011	1	7	300	0	0	-4.6367	78.637	2.97
2011	1	7	400	0	0	-4.7417	81.39	2.29
2011	1	7	500	0	0	-4.7	83.547	2.72
2011	1	7	600	0	0	-4.655	85.93	3.22
2011	1	7	700	0	0	-4.5517	88.377	2.16
2011	1	7	800	0.127	0	-4.5483	89.837	1.98
2011	1	7	900	0.127	21.07	-4.64	93.43	2.28
2011	1	7	1000	0.254	65	-4.34	92.497	3.7
2011	1	7	1100	0.127	212.07	-4.41	88.153	5.41
2011	1	7	1200	0.127	202.24	-4.2483	86.497	6.08
2011	1	7	1300	0	321.93	-4.24	75.302	6.59
2011	1	7	1400	0	241.76	-3.7083	72.575	7.96
2011	1	7	1500	0	80.4	-3.7783	72.097	8.36
2011	1	7	1600	0.127	38.29	-4.09	75.995	9
2011	1	7	1700	0.127	3.54	-4.5083	78.165	8.96
2011	1	7	1800	0.127	0	-5.285	88.627	8.36
2011	1	7	1900	0.127	0	-5.365	84.975	8.4
2011	1	7	2000	0.127	0	-5.8233	84.092	8.2
2011	1	7	2100	0.127	0	-6.3867	84.705	6.91
2011	1	7	2200	0.127	0	-6.835	84.88	5.83
2011	1	7	2300	0.127	0	-7.3667	91.833	7.68
2011	1	7	2400	0.127	0	-8.3483	87.897	10.34
2011	1	8	100	0.127	0	-9.2667	84.452	9.91
2011	1	8	200	0.127	0	-10.083	79.328	9.66
2011	1	8	300	0	0	-10.802	73.642	7.78
2011	1	8	400	0	0	-11.653	70.635	7.94
2011	1	8	500	0	0	-12.595	73.368	6.73
2011	1	8	600	0	0	-13.028	76.035	7.16
2011	1	8	700	0	0	-13.347	77.268	7.45
2011	1	8	800	0	18.04	-13.345	78.913	7.56
2011	1	8	900	0	145.6	-12.708	77.75	8.76
2011	1	8	1000	0	280.52	-11.672	77.737	9.04
2011	1	8	1100	0	416.47	-10.815	75.537	9.72
2011	1	8	1200	0.127	476.56	-9.8883	75.2	9.33
2011	1	8	1300	0.127	471.27	-9.0517	74.082	8.82
2011	1	8	1400	0	443.21	-8.205	72.14	8.24
2011	1	8	1500	0	303.51	-7.2883	68.885	8.53
2011	1	8	1600	0	119.33	-7.135	68.618	8.1
2011	1	8	1700	0	12.83	-7.6233	72.292	5.25
2011	1	8	1800	0	0	-8.4767	78.63	4.67
2011	1	8	1900	0	0	-9.2283	80.805	4.41
2011	1	8	2000	0	0	-10.227	83.618	3.86
2011	1	8	2100	0	0	-10.74	85.147	4.19
2011	1	8	2200	0	0	-11.363	86.475	4.38
2011	1	8	2300	0	0	-11.997	86.748	3.49
2011	1	8	2400	0	0	-12.113	85.758	3.57
2011	1	9	100	0	0	-13.047	88.268	3.12
2011	1	9	200	0	0	-13.282	88.127	2.1
2011	1	9	300	0	0	-12.99	87.21	2.46
2011	1	9	400	0	0	-13.002	87.057	2.59
2011	1	9	500	0	0	-13.67	87.472	2.14
2011	1	9	600	0	0	-13.612	88.187	2.23
2011	1	9	700	0	0	-14.207	89.248	1.4
2011	1	9	800	0	20.15	-14.187	89.208	1.33
2011	1	9	900	0	148.28	-11.647	80.613	0.47
2011	1	9	1000	0	269.98	-9.1583	76.018	1.33
2011	1	9	1100	0	346.52	-6.2867	68.727	0.81
2011	1	9	1200	0	434.63	-4.9567	63.635	0.86
2011	1	9	1300	0	369.84	-4.285	63.303	1.2
2011	1	9	1400	0	367.19	-3.4833	60.868	1.33
2011	1	9	1500	0	289.84	-3.01	57.842	1.48
2011	1	9	1600	0	144.78	-2.84	56.617	1.24
2011	1	9	1700	0	21.19	-3.5217	59.952	2.3
2011	1	9	1800	0	0	-4.4233	67.373	2.3
2011	1	9	1900	0	0	-4.535	68.687	2.46
2011	1	9	2000	0	0	-4.595	70.562	2.29
2011	1	9	2100	0	0	-4.8567	71.465	3.08
2011	1	9	2200	0	0	-5.015	73.168	2.35
2011	1	9	2300	0	0	-5.1333	74.023	2.86
2011	1	9	2400	0	0	-5.525	79.247	2.98
2011	1	10	100	0	0	-5.88	82.227	2.9
2011	1	10	200	0	0	-5.3117	82.708	4.25
2011	1	10	300	0	0	-5.005	80.97	5.19
2011	1	10	400	0	0	-4.81	79.537	4.59
2011	1	10	500	0	0	-5.1483	78.773	4.17
2011	1	10	600	0	0	-5.74	79.867	3.92
2011	1	10	700	0	0	-5.6833	78.187	4.75
2011	1	10	800	0	14.27	-6.085	79.22	5.09
2011	1	10	900	0	133.63	-5.395	75.357	5.54
2011	1	10	1000	0	286.17	-3.7183	64.165	7.35
2011	1	10	1100	0	281.12	-2.72	60.14	7.76
2011	1	10	1200	0	251.35	-2.0383	54.59	8.52
2011	1	10	1300	0	397.64	-1.08	52.045	7.65
2011	1	10	1400	0	369.98	-0.3017	48.892	7.47
2011	1	10	1500	0	178.85	-0.1017	50.147	7.11
2011	1	10	1600	0	50.88	-0.53	52.868	6.99
2011	1	10	1700	0	4.09	-0.955	56.463	6.44
2011	1	10	1800	0	0	-1.3617	61.625	5.97
2011	1	10	1900	0	0	-1.91	64.765	6.21
2011	1	10	2000	0	0	-2.33	65.263	6.7
2011	1	10	2100	0	0	-2.5767	69.095	6.54
2011	1	10	2200	0	0	-2.8133	71.018	7.79
2011	1	10	2300	0	0	-3.0667	72.497	8.44
2011	1	10	2400	0	0	-3.3417	74.402	7.09
2011	1	11	100	0	0	-3.5333	76.237	5.16
2011	1	11	200	0.127	0	-3.8017	80.363	4.18
2011	1	11	300	0.508	0	-4.58	93.923	4.34
2011	1	11	400	0.254	0	-4.8017	97.388	3.49
2011	1	11	500	0.508	0	-4.95	97.748	3.83
2011	1	11	600	0.508	0	-5.035	97.773	3.11
2011	1	11	700	0.762	0	-5.1	97.952	2.31
2011	1	11	800	0.762	11.19	-5.1	98.192	1.82
2011	1	11	900	0.508	72.57	-4.8767	98.07	1.58
2011	1	11	1000	0.254	176.25	-4.505	97.142	1.5
2011	1	11	1100	0.254	289.68	-4.7517	96.768	3.09
2011	1	11	1200	0.127	361.2	-4.7417	96.523	3.8
2011	1	11	1300	0.254	359.2	-4.5717	95.85	3.49
2011	1	11	1400	0.127	369.22	-4.535	91.985	5.72
2011	1	11	1500	0.127	272.98	-4.575	89.522	7.1
2011	1	11	1600	0.127	205.13	-4.4617	88.033	7.88
2011	1	11	1700	0.127	44.95	-4.85	93.992	7.12
2011	1	11	1800	0.127	0	-4.865	96.575	7.47
2011	1	11	1900	0.127	0	-5.255	94.617	7.57
2011	1	11	2000	0.127	0	-5.4433	94.87	7.32
2011	1	11	2100	0.127	0	-4.8883	94.13	7.99
2011	1	11	2200	0.127	0	-5.0783	92.757	8.86
2011	1	11	2300	0.127	0	-5.5267	92.77	8.5
2011	1	11	2400	0	0	-5.1217	93.523	8.94
2011	1	12	100	0.127	0	-5.3283	93.223	10
2011	1	12	200	0.127	0	-6.785	93.108	10.44
2011	1	12	300	0.127	0	-7.715	92.062	10.16
2011	1	12	400	0	0	-8.4033	90.622	10.12
2011	1	12	500	0	0	-9.28	91.228	9.11
2011	1	12	600	0	0	-9.175	91.397	9.32
2011	1	12	700	0	0	-9.055	91.958	9.03
2011	1	12	800	0	16.7	-8.845	91.79	9.48
2011	1	12	900	0	99.8	-8.7017	91.337	9.6
2011	1	12	1000	0	216.67	-8.4217	90.137	9.48
2011	1	12	1100	0	317.01	-8.395	88.952	9.36
2011	1	12	1200	0	465.34	-7.83	88.632	9.94
2011	1	12	1300	0	391.57	-7.6433	89.3	9.24
2011	1	12	1400	0	300.93	-7.2567	88.185	9.33
2011	1	12	1500	0	232.92	-6.7467	87.863	8.5
2011	1	12	1600	0	111.1	-6.9567	87.575	8.13
2011	1	12	1700	0.127	17.13	-7.2217	87.888	7.69
2011	1	12	1800	0.127	0	-7.445	88.773	8.57
2011	1	12	1900	0.127	0	-7.8	88.648	8.72
2011	1	12	2000	0.127	0	-8.2883	90.06	7.51
2011	1	12	2100	0.127	0	-8.5683	90.373	7.25
2011	1	12	2200	0.127	0	-9.2983	90.362	7.12
2011	1	12	2300	0	0	-9.4717	90.502	6.53
2011	1	12	2400	0	0	-10.99	91.8	5.72
2011	1	13	100	0	0	-12.712	92.917	4.36
2011	1	13	200	0	0	-13.645	93.35	2.6
2011	1	13	300	0	0	-14.272	92.85	2.89
2011	1	13	400	0	0	-15.222	92.105	3.33
2011	1	13	500	0	0	-15.825	91.608	3.01
2011	1	13	600	0	0	-16.233	91.275	3.27
2011	1	13	700	0	0	-16.715	90.653	2.81
2011	1	13	800	0	22.1	-16.597	90.423	2.05
2011	1	13	900	0	154.71	-16.238	89.892	1.99
2011	1	13	1000	0	325.4	-14.447	90.06	2.09
2011	1	13	1100	0	409.12	-12.565	89.868	3.36
2011	1	13	1200	0	417.01	-11.932	89.865	4.89
2011	1	13	1300	0	510.88	-10.87	88.503	4.77
2011	1	13	1400	0	361.55	-10.792	87.973	4.68
2011	1	13	1500	0	270.96	-10.397	87.77	3.94
2011	1	13	1600	0	97.36	-10.093	89.073	4.19
2011	1	13	1700	0	14.99	-9.575	88.608	4.55
2011	1	13	1800	0	0	-9.2817	87.842	4.17
2011	1	13	1900	0	0	-9.07	86.688	3.82
2011	1	13	2000	0	0	-8.88	87.513	4.6
2011	1	13	2100	0	0	-8.695	87.51	5.24
2011	1	13	2200	0	0	-8.2067	87.492	4.98
2011	1	13	2300	0	0	-7.7333	87.562	4.13
2011	1	13	2400	0	0	-7.695	88.08	3.95
2011	1	14	100	0	0	-8.875	90.095	4.52
2011	1	14	200	0	0	-9.985	92.467	4.76
2011	1	14	300	0	0	-9.945	92.338	4.18
2011	1	14	400	0	0	-10.275	92.32	3.97
2011	1	14	500	0	0	-10.015	91.153	3.57
2011	1	14	600	0	0	-10.01	91.305	4.59
2011	1	14	700	0	0	-10.447	91.843	3.53
2011	1	14	800	0	22.2	-10.933	92.287	3.25
2011	1	14	900	0	141.36	-10.208	89.995	2.9
2011	1	14	1000	0	300.83	-8.1733	85.153	2.36
2011	1	14	1100	0	463.24	-6.07	80.51	3.71
2011	1	14	1200	0	385.28	-4.695	79.137	3.14
2011	1	14	1300	0	413.3	-3.15	71.552	3.38
2011	1	14	1400	0	333.58	-3.1583	72.752	3.27
2011	1	14	1500	0	228.09	-2.8733	75.078	2.57
2011	1	14	1600	0	114.93	-2.8917	77.888	2.92
2011	1	14	1700	0	20.57	-3.225	81.55	2.06
2011	1	14	1800	0	0	-3.5617	82.75	1.77
2011	1	14	1900	0	0	-3.8217	84.742	1.84
2011	1	14	2000	0	0	-4.0167	89.155	2.3
2011	1	14	2100	0	0	-4.5233	90.092	2.97
2011	1	14	2200	0	0	-4.8633	89.877	3.38
2011	1	14	2300	0	0	-4.1317	90.35	3.42
2011	1	14	2400	0	0	-2.6567	87.165	4.31
2011	1	15	100	0	0	-1.565	83.968	4.92
2011	1	15	200	0	0	-1.3333	85.375	5.29
2011	1	15	300	0	0	-0.8317	83.508	6.81
2011	1	15	400	0	0	-0.7633	82.168	7.31
2011	1	15	500	0	0	-1.005	81.668	6.11
2011	1	15	600	0	0	0.2183	75.223	8.78
2011	1	15	700	0	0	-0.6633	78.33	8.71
2011	1	15	800	0	9.8	-1.7667	82.792	6.57
2011	1	15	900	0	69.44	-2.435	83.123	8.16
2011	1	15	1000	0	106.67	-3.2267	84.677	8.13
2011	1	15	1100	0	219.28	-4.1467	82.255	8.27
2011	1	15	1200	0	266.76	-4.455	82.14	8.43
2011	1	15	1300	0	311.37	-4.4583	79.93	7.94
2011	1	15	1400	0	280.68	-4.39	78.463	7.07
2011	1	15	1500	0	176.51	-4.3367	79.228	6.1
2011	1	15	1600	0	82.58	-4.4833	79.468	6.02
2011	1	15	1700	0	21.31	-4.5583	80.188	5.65
2011	1	15	1800	0	0	-5.0433	83.372	5.08
2011	1	15	1900	0	0	-5.2533	83.103	5.15
2011	1	15	2000	0	0	-5.5533	81.533	5.36
2011	1	15	2100	0	0	-5.795	83.023	4.69
2011	1	15	2200	0	0	-6.3433	82.487	4.63
2011	1	15	2300	0	0	-7.4983	84.973	4.6
2011	1	15	2400	0	0	-9.12	87.597	4.01
2011	1	16	100	0	0	-10.548	89.41	2.35
2011	1	16	200	0	0	-11.438	90.985	1.63
2011	1	16	300	0	0	-12.017	92.34	3.46
2011	1	16	400	0	0	-12.645	93.473	3.46
2011	1	16	500	0	0	-13.618	93.84	2.79
2011	1	16	600	0	0	-14.282	93.875	2.43
2011	1	16	700	0	0	-14.308	93.243	2.09
2011	1	16	800	0	18.54	-14.072	92.727	2.11
2011	1	16	900	0	126.98	-13.557	91.083	1.49
2011	1	16	1000	0	311.27	-11.083	89.642	2.76
2011	1	16	1100	0	441.72	-8.5067	82.073	2.12
2011	1	16	1200	0	510.1	-6.65	75.478	1.85
2011	1	16	1300	0	513.87	-4.1933	68.772	1.09
2011	1	16	1400	0	461.85	-3.3483	66.37	0.77
2011	1	16	1500	0	330.7	-2.345	61.402	0.65
2011	1	16	1600	0	127	-4.025	68.57	0.4
2011	1	16	1700	0	31.46	-4.885	73.398	0.5
2011	1	16	1800	0	0	-6.1267	80.788	1.07
2011	1	16	1900	0	0	-6.5383	84.105	1.92
2011	1	16	2000	0	0	-5.9633	84.775	2.91
2011	1	16	2100	0	0	-5.775	83.997	2.84
2011	1	16	2200	0	0	-5.79	84.545	3.85
2011	1	16	2300	0	0	-5.7967	86.448	3.78
2011	1	16	2400	0	0	-5.8017	89.067	3.96
2011	1	17	100	0	0	-5.4267	87.687	4.6
2011	1	17	200	0	0	-5.4633	87.068	5.4
2011	1	17	300	0	0	-5.165	87.237	6.04
2011	1	17	400	0	0	-5.04	87.833	5.63
2011	1	17	500	0	0	-4.92	89.105	4.53
2011	1	17	600	0	0	-4.6317	89.3	5.63
2011	1	17	700	0	0	-4.2883	89.148	5.45
2011	1	17	800	0	11.36	-3.8983	88.645	5.9
2011	1	17	900	0	81.91	-3.4417	88.713	6.48
2011	1	17	1000	0	163.79	-2.6583	87.555	6.67
2011	1	17	1100	0	322.92	-1.42	85.978	7.63
2011	1	17	1200	0	349.05	-0.2683	83.87	8.4
2011	1	17	1300	0	341.71	0.7217	83.062	7.95
2011	1	17	1400	0	260.56	1.42	83.218	7.19
2011	1	17	1500	0	217.17	2.095	84.062	7.07
2011	1	17	1600	0	78.67	2.3417	85.628	7.72
2011	1	17	1700	0	5.59	2.2483	88.588	7.83
2011	1	17	1800	0	0	2.0183	93.61	7.65
2011	1	17	1900	0	0	2.0817	95.335	7.57
2011	1	17	2000	0	0	2.1567	97.595	8.56
2011	1	17	2100	0.254	0	2.2217	99.948	7.35
2011	1	17	2200	0.254	0	2.265	100	5.84
2011	1	17	2300	0.508	0	2.25	100	5.26
2011	1	17	2400	0.508	0	2.1717	100	4.83
2011	1	18	100	0.127	0	1.9833	100	4.05
2011	1	18	200	0	0	1.8833	100	3.51
2011	1	18	300	0.127	0	1.7117	100	2.93
2011	1	18	400	0.127	0	1.8417	100	3.08
2011	1	18	500	0	0	1.7383	100	2.44
2011	1	18	600	0.254	0	1.5317	100	1.68
2011	1	18	700	0.127	0	1.4717	100	1.61
2011	1	18	800	0.127	0	1.4467	100	3.33
2011	1	18	900	0.127	13.82	1.1117	100	4.56
2011	1	18	1000	0	40.36	0.9067	100	5.29
2011	1	18	1100	0	57.76	0.8817	100	6.31
2011	1	18	1200	0	68.4	0.55	100	7.73
2011	1	18	1300	0	58.63	-0.1217	100	7.74
2011	1	18	1400	0	55	-0.64	100	7.71
2011	1	18	1500	0	47.44	-0.95	97.905	7.37
2011	1	18	1600	0	9.79	-1.07	97.052	7.41
2011	1	18	1700	0	0.27	-1.3133	96.595	7.34
2011	1	18	1800	0	0	-1.5583	96.617	7.3
2011	1	18	1900	0	0	-1.7533	96.477	7.38
2011	1	18	2000	0.127	0	-1.8317	96.433	7.16
2011	1	18	2100	0.127	0	-1.8667	96.503	5.46
2011	1	18	2200	0.127	0	-2.0517	96.213	5.22
2011	1	18	2300	0.127	0	-2.3517	95.253	4.77
2011	1	18	2400	0	0	-2.7583	96.07	4.67
2011	1	19	100	0.127	0	-3.055	96.942	4.74
2011	1	19	200	0.127	0	-3.3967	97.023	4.32
2011	1	19	300	0.127	0	-3.65	96.247	3.85
2011	1	19	400	0	0	-3.8617	95.632	3.99
2011	1	19	500	0.254	0	-4.2117	95.612	3.62
2011	1	19	600	0	0	-4.435	93.12	3.27
2011	1	19	700	0	0	-4.6783	92.392	3.58
2011	1	19	800	0	6.99	-4.8733	92.477	3.33
2011	1	19	900	0	42.19	-5.02	91.233	3.11
2011	1	19	1000	0	73.58	-4.875	91.213	3.37
2011	1	19	1100	0.127	106.24	-4.6617	91.285	3.67
2011	1	19	1200	0.127	183.29	-4.2883	89.458	3.97
2011	1	19	1300	0.127	120.54	-4.1783	89.387	3.74
2011	1	19	1400	0	125.04	-4.1517	85.183	3.16
2011	1	19	1500	0	55.85	-4.4283	85.138	3.17
2011	1	19	1600	0	30.37	-4.7717	86.522	3.58
2011	1	19	1700	0	5.11	-5.06	86.847	3.27
2011	1	19	1800	0	0	-5.2333	87.368	2.99
2011	1	19	1900	0	0	-5.3117	85.998	2.36
2011	1	19	2000	0	0	-5.3	85.42	2.26
2011	1	19	2100	0	0	-5.29	84.48	2.29
2011	1	19	2200	0	0	-5.37	87.42	2.73
2011	1	19	2300	0	0	-5.53	88.218	3.45
2011	1	19	2400	0	0	-5.6633	88.62	3.63
2011	1	20	100	0.127	0	-5.9383	87.555	3.52
2011	1	20	200	0.127	0	-6.545	90.578	4.31
2011	1	20	300	0.127	0	-7.1883	93.735	4.6
2011	1	20	400	0.254	0	-7.515	93.89	4.11
2011	1	20	500	0.508	0	-7.635	94.705	3.42
2011	1	20	600	0.254	0	-7.7433	95.028	3.69
2011	1	20	700	0.127	0	-7.7233	95.173	3.87
2011	1	20	800	0.254	10.59	-7.7517	94.455	3.95
2011	1	20	900	0.127	74.87	-7.6783	94.94	4.87
2011	1	20	1000	0.127	165.18	-7.585	93.283	5.38
2011	1	20	1100	0.127	231.46	-7.6667	92.457	6.16
2011	1	20	1200	0.127	282.05	-7.7533	91.808	5.75
2011	1	20	1300	0.254	322.56	-7.735	91.202	5.21
2011	1	20	1400	0.127	276.73	-7.4733	91.25	4.62
2011	1	20	1500	0.127	240.38	-7.0733	89.57	5.07
2011	1	20	1600	0	145.66	-7.4583	89.063	5.75
2011	1	20	1700	0	47.27	-8.2633	87.363	6.3
2011	1	20	1800	0	0	-9.4983	87.877	4.81
2011	1	20	1900	0	0	-9.5867	81.8	7.11
2011	1	20	2000	0	0	-10.348	82.472	7.16
2011	1	20	2100	0	0	-11.035	83.948	6.99
2011	1	20	2200	0	0	-11.225	78.703	8.73
2011	1	20	2300	0	0	-12.853	74.457	7.93
2011	1	20	2400	0	0	-14.483	78.273	6
2011	1	21	100	0	0	-15.797	81.065	5.74
2011	1	21	200	0	0	-17.247	78.808	4.86
2011	1	21	300	0	0	-18.087	83.152	4.95
2011	1	21	400	0	0	-18.683	84.297	3.6
2011	1	21	500	0	0	-19.268	83.928	5.02
2011	1	21	600	0	0	-20.072	85.287	4.99
2011	1	21	700	0	0	-21.118	86.618	3.28
2011	1	21	800	0	33.08	-21.268	86.088	2.43
2011	1	21	900	0.127	164.78	-20.878	83.607	2
2011	1	21	1000	0	298.78	-19.528	80.528	2.52
2011	1	21	1100	0	413.89	-18.063	76.158	2.23
2011	1	21	1200	0	458.17	-16.683	72.807	1.71
2011	1	21	1300	0	491.11	-16.06	72.307	2.13
2011	1	21	1400	0	486.95	-15.192	70.558	1.84
